incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
Inc000795,Fraud,West,Hillcrest,TX,6499 Park Rd,30.614001,-77.699633,2020-06-30 21:56:40,Off0100,Mary,Brown,8685.0,Sus00162,Mark,Jones,47.0,Unknown,White,Vic00242,Daniel,Flores,61.0,Female,823-150-9447,Gun,Medium,Unknown,Warning,2.0,28548.16,Unknown,
Inc001048,Assault,Midtown,Maplewood,OH,5799 Lincoln St,46.899865,-119.215001,2021-04-10 18:32:13,Off0087,Linda,Anderson,5622.0,Sus00163,Michael,White,25.0,Female,Black,Vic00435,Richard,Wright,26.0,Other,619-814-8894,Bat,Medium,Closed,Unknown,5.0,22010.77,True,Incident At 5799 Lincoln St. Officer Responded At Scene.
Inc003794,Kidnapping,Northwest,Springfield,TX,2181 Elm Blvd,27.887083,-71.821511,2024-01-20 00:35:49,Off0020,Thomas,Garcia,8429.0,Sus00446,Daniel,Martin,65.0,Unknown,Black,Vic00330,Ashley,Allen,21.0,Other,454-910-5578,Unknown,High,Open,Arres Made,4.0,28738.95,True,Incident At 2181 Elm Blvd. Officer Responded At Scene.
Inc002381,Fraud,South,Fairview,NC,5298 Lincoln St,45.569879,-84.810903,2022-04-06 06:37:04,Off0046,Patricia,Wilson,2751.0,Sus00152,Nancy,Jones,37.0,Unknown,Hispanic,Vic00125,Donna,Flores,39.0,Male,Unknown,Hands,High,Open,Arrest Made,5.0,20573.15,False,Incident At 5298 Lincoln St. Officer Responded At Scene.
Inc003150,Trespassing,Northwest,Springfield,NC,1479 Oak Ave,45.892258,-116.800643,2024-05-26 09:15:16,Off0032,William,Miller,8305.0,Sus00657,Jennifer,Lee,20.0,Unknown,Black,Vic00229,Jennifer,Flores,38.0,Male,261-766-1001,Blunt Object,High,Closed,Dismissed,4.0,30312.44,False,Incident At 1479 Oak Ave. Officer Responded At Scene.
Inc001884,Vandalism,West,Riverside,NY,34 Lincoln St,34.430953,-109.575415,2022-01-29 23:23:55,Off0076,Mary,Scott,2346.0,Sus00623,Jennifer,Garcia,47.0,Unknown,Hispanic,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Knife,Critical,Unknown,Arrest Made,5.0,287.75,True,Incident At 34 Lincoln St. Officer Responded At Scene.
Inc001338,Homicide,West,Lakewood,AZ,8807 Park Rd,33.938063,-84.835615,2024-08-14 10:56:43,Off0127,Charles,Martin,1680.0,Sus00732,Sarah,Wright,-58.0,Female,Unknown,Vic00645,James,Harris,83.0,Female,440-816-4986,Blunt Object,Critical,Open,No Arrest,1.0,20190.74,True,Incident At 8807 Park Rd. Officer Responded At Scene.
Inc002975,Arson,East,Springfield,CA,8725 Main St,31.402417,51.9987,2018-10-19 02:26:22,Off0107,Robert,Flores,4063.0,Sus00239,Anthony,Nguyen,243.0,Male,Asian,Vic00033,Matthew,Walker,83.0,Male,913-869-8861,Unknown,Critical,Open,Arrest Made,4.0,0,Unknown,Incident At 8725 Main St. Officer Responded At Scene.
Inc002517,Assault,South,Springfield,FL,3291 Park Rd,44.768059,-85.923154,2018-08-29 05:19:59,Off0141,Susan,Miller,8721.0,Sus00714,Linda,Smith,46.0,Female,Hispanic,Vic00478,Ashley,Nguyen,32.0,Female,720-119-7626,Knife,Critical,Closed,Arres Made,1.0,26025.49,False,Incident At 3291 Park Rd. Officer Responded At Scene.
Inc002293,DUI,Central,Springfield,OH,7673 Park Rd,32.52739,-94.65644,2020-04-02 21:49:05,Off0089,William,Thompson,3027.0,Sus00130,Patricia,Hall,66.0,Unknown,White,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Unknown,Critical,Under Investigation,Arres Made,0.0,26328.43,True,Incident At 7673 Park Rd. Officer Responded At Scene.
Inc004366,Theft/Larceny,Central,Centerville,CA,741 Lincoln St,44.675217,-105.181631,2020-08-17 21:03:13,Off0013,William,Brown,7869.0,Sus00040,Anthony,Young,43.0,Male,Black,Vic00649,Mary,Hall,12.0,Unknown,483-604-6257,Unknown,Medium,Pendng,No Arrest,2.0,18425.36,True,Incident At 741 Lincoln St. Officer Responded At Scene.
Inc002926,Sexual Assault,Midtown,Maplewood,NC,6588 Sunset Blvd,34.619691,-108.65813,2022-02-17 23:49:47,Off0099,David,Taylor,4938.0,Sus00551,Linda,Flores,19.0,Other,Hispanic,Vic00879,Emily,Wilson,75.0,Female,Unknown,Rifle,High,Investgation,Warning Issued,5.0,42195.14,False,Incident At 6588 Sunset Blvd. Officer Responded At Scene.
Inc002088,Kidnapping,Central,Lakewood,NY,9719 River Rd,30.339601,-115.521797,2024-02-10 00:44:53,Off0061,Mark,Scott,9862.0,Sus00521,Thomas,Walker,47.0,Male,White,Vic00327,Richard,Martin,35.0,Male,841-351-6423,Hands,High,Under Investigation,Unknown,3.0,-20161.37,False,
Inc003663,DUI,Northeast,Maplewood,OH,6286 Park Rd,33.245187,-89.927875,2019-12-27 15:10:12,Off0037,Richard,Nguyen,6203.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00245,Jessica,Anderson,32.0,Other,464-708-3393,Bat,Critical,Open,Unknown,3.0,0,True,Incident At 6286 Park Rd. Officer Responded At Scene.
Inc002881,Burglary,Southeast,Centerville,TX,8402 Sunset Blvd,46.875401,-77.71557,2020-02-06 19:58:30,Off0032,Chris,Smith,9220.0,Sus00716,Linda,Hill,46.0,Unknown,Asian,Vic00134,Jessica,Lee,81.0,Unknown,Unknown,Unknown,Low,Open,No Arrest,5.0,40909.85,True,Incident At 8402 Sunset Blvd. Officer Responded At Scene.
Inc001388,Vandalism,Southeast,Lakewood,IL,5436 Sunset Blvd,27.629523,-73.738363,2020-10-22 22:00:58,Off0094,William,Young,8129.0,Sus00554,Jennifer,White,58.0,Unknown,White,Vic00267,Emily,Garcia,79.0,Female,689-611-2808,Unarmed,Medium,Open,Arres Made,4.0,48654.06,True,Incident At 5436 Sunset Blvd. Officer Responded At Scene.
Inc000331,Arson,Central,Maplewood,FL,8970 Sunset Blvd,36.464286,-73.593211,2022-05-22 02:38:47,Off0050,Richard,Allen,4075.0,Sus00542,Richard,Wilson,30.0,Other,Unknown,Vic00068,Richard,Lee,47.0,Unknown,374-634-6038,Unknown,Low,Under Investigation,Arrest Made,1.0,43972.31,True,Incident At 8970 Sunset Blvd. Officer Responded At Scene.
Inc001284,Sexual Assault,West,Fairview,AZ,9404 Main St,27.320994,-72.269893,2018-02-21 23:29:41,Off0136,Karen,Smith,8012.0,Sus00207,Thomas,Moore,36.0,Female,White,Vic00007,Mark,Allen,49.0,Unknown,Unknown,Unarmed,Low,Pendng,Unknown,3.0,20545.56,True,Incident At 9404 Main St. Officer Responded At Scene.
Inc000978,Burglary,Southwest,Lakewood,AZ,3979 Washington Ave,169.1166,-99.45835,2023-01-24 06:37:57,Off0101,Anthony,Jackson,Unknown,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Blunt Object,Medium,Under Investigation,Arres Made,5.0,36479.51,False,
Inc000570,DUI,East,Hillcrest,IL,8136 Lincoln St,43.391512,-85.162346,2024-05-05 23:32:48,Off0001,James,Anderson,4774.0,Sus00143,Chris,Walker,187.0,Unknown,White,Vic00505,Robert,Thompson,-90.0,Male,250-820-4297,Firearm,High,Open,Arrest Made,5.0,33050.41,True,Incident At 8136 Lincoln St. Officer Responded At Scene.
Inc002408,Trespassing,North,Lakewood,OH,7060 River Rd,46.051405,-77.335095,2021-04-13 02:48:54,Off0062,Patricia,Harris,5567.0,Sus00264,Ashley,Jackson,46.0,Male,Asian,Vic00043,Mark,Nguyen,65.0,Male,Unknown,Hands/Feet,Medium,Under Investigation,Arres Made,4.0,45181.79,False,Incident At 7060 River Rd. Officer Responded At Scene.
Inc000199,Vandalism,South,Riverside,AZ,2779 Oak Ave,30.164017,-72.263743,2020-05-25 13:35:43,Off0092,John,Lee,6467.0,Sus00122,Carol,Green,20.0,Male,Unknown,Vic00155,Thomas,Taylor,86.0,Other,895-535-3461,Gun,Critical,Pendng,Unknown,2.0,43770.11,True,Incident At 2779 Oak Ave. Officer Responded At Scene.
Inc004372,Homicide,Southeast,Lakewood,OH,7924 Maple Dr,46.296349,-86.818445,2023-05-28 18:23:31,Off0042,Ashley,Davis,6322.0,Sus00296,Daniel,Johnson,60.0,Female,Asian,Vic00261,David,Torres,19.0,Unknown,337-994-3374,Unarmed,Low,Closed,Dismissed,0.0,3588.65,False,Incident At 7924 Maple Dr. Officer Responded At Scene.
Inc001975,Vandalism,Central,Hillcrest,IL,8336 Maple Dr,44.772353,-114.348542,2024-02-02 14:35:46,Off0145,Karen,Walker,7974.0,Sus00018,Sarah,Martin,31.0,Unknown,Unknown,Vic00521,Charles,Miller,83.0,Other,906-411-3568,Blunt Object,Medium,Under Investigation,Unknown,1.0,31376.95,True,Incident At 8336 Maple Dr. Officer Responded At Scene.
Inc000050,Trespassing,North,Fairview,CA,1601 River Rd,30.339312,-118.047051,02/24/2023 04:39,Off0102,Matthew,Taylor,1485.0,Sus00650,Joseph,Harris,29.0,Unknown,Asian,Vic00964,Jennifer,Hall,84.0,Unknown,Unknown,Blunt Object,Low,Closed,No Arrest,2.0,7711.05,Unknown,
Inc001419,Theft/Larceny,North,Maplewood,PA,4761 Elm Blvd,37.258011,64.5908,2020-07-24 07:14:58,Off0094,Ashley,White,7341.0,Sus00196,Susan,Martin,69.0,Unknown,Hispanic,Vic00198,John,Hill,37.0,Unknown,Unknown,Pistol,Medium,Open,Warning,2.0,15986.11,True,Incident At 4761 Elm Blvd. Officer Responded At Scene.
Inc002146,Fraud,East,Oakdale,PA,3 River Rd,30.936724,-84.02382,2019-11-10 19:28:22,Off0040,Susan,Hall,6826.0,Sus00792,Karen,Jones,33.0,Male,Hispanic,Vic00605,Michael,Torres,58.0,Unknown,390-882-9299,Rifle,Critical,Unknown,Arrest Made,0.0,43821.56,False,
Inc002093,Fraud,Southeast,Hillcrest,NC,897 Oak Ave,36.573375,-85.550312,2022-06-28 19:02:00,Off0073,Emily,Wilson,1944.0,Sus00233,Nancy,Johnson,46.0,Male,Asian,Vic00641,Mary,Garcia,32.0,Unknown,536-441-1904,Bat,Medium,Pendng,Dismissed,4.0,35190.8,False,Incident At 897 Oak Ave. Officer Responded At Scene.
Inc004810,Sexual Assault,South,Oakdale,GA,3497 Elm Blvd,36.9671225,-102.951216,2020-06-04 08:34:37,Off0083,Karen,Thomas,1890.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00337,Linda,Martin,30.0,Male,373-849-5587,Unarmed,Low,Closed,Arrest Made,5.0,21994.62,True,Incident At 3497 Elm Blvd. Officer Responded At Scene.
Inc003236,Fraud,West,Springfield,TX,4265 Maple Dr,46.760146,-80.064129,2020-12-10 10:16:35,Off0031,Richard,Moore,4854.0,Sus00686,Emily,Williams,51.0,Female,Unknown,Vic00645,Mary,Thompson,52.0,Unknown,Unknown,Gun,High,Pending,No Arrest,4.0,26922.92,True,
Inc001123,Drug Offense,North,Springfield,IL,4880 Cedar Lane,26.695074,-99.825284,2024-07-15 10:55:44,Off0098,Ashley,Davis,1676.0,Sus00384,Mark,Garcia,46.0,Unknown,Black,Vic00159,Mark,Hill,33.0,Male,367-216-8389,Pistol,Medium,Resolved,Warning Issued,4.0,10605.64,True,Incident At 4880 Cedar Lane. Officer Responded At Scene.
Inc004820,Burglary,Southeast,Maplewood,CA,5342 Elm Blvd,27.144811,-92.179839,2023-06-05 14:07:26,Off0033,David,Jones,Unknown,Sus00102,Jennifer,Harris,22.0,Unknown,White,Vic00892,Ashley,Johnson,25.0,Male,222-625-7255,Blunt Object,Unknown,Pending,Arrest Made,2.0,11225.1,True,
Inc002129,Vandalism,Northeast,Hillcrest,CA,1837 Lincoln St,44.686762,-94.65644,2021-07-07 09:26:48,Off0076,Donna,Scott,8164.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00066,Karen,Davis,38.0,Unknown,282-101-1809,Bat,Medium,Resolved,Warning Issued,4.0,15713.0,False,
Inc003537,Drug Offense,Midtown,Hillcrest,AZ,5685 Lincoln St,38.651087,-117.190411,2018-03-15 04:23:22,Off0063,Robert,Garcia,6349.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00184,Susan,Torres,59.0,Unknown,349-386-4338,Bat,Low,Open,Arrest Made,0.0,33491.93,False,
Inc002468,Kidnapping,Northeast,Maplewood,TX,3393 Oak Ave,41.876769,-102.917194,2022-09-25 11:58:36,Off0103,Richard,Jackson,8193.0,Sus00258,John,Young,63.0,Unknown,Black,Vic00202,Anthony,Davis,27.0,Female,721-616-7512,Unknown,Medium,Under Investigation,Unknown,1.0,33063.83,True,
Inc003038,Vandalism,Central,Maplewood,TX,2307 Main St,29.987952,-114.384423,2024-12-18 08:27:07,Off0136,Michelle,Nguyen,7932.0,Sus00154,William,Green,58.0,Male,Other,Vic00904,Mary,Williams,26.0,Unknown,858-884-6523,Firearm,Low,Open,Warning Issued,1.0,26694.0,False,Incident At 2307 Main St. Officer Responded At Scene.
Inc003774,Vandalism,Northwest,Oakdale,GA,5146 Lincoln St,37.48045,-106.582566,2018-04-27 07:12:52,Off0033,Patricia,Young,4231.0,Sus00093,Karen,Lee,38.0,Female,Black,Vic00349,Richard,Moore,61.0,Unknown,Unknown,Blunt Object,High,Open,Arres Made,0.0,6276.79,False,Incident At 5146 Lincoln St. Officer Responded At Scene.
Inc004526,Robbery,Northwest,Riverside,IL,2540 Oak Ave,36.9671225,-120.826389,2019-02-22 21:34:29,Off0030,Barbara,White,Unknown,Sus00733,Mark,Walker,58.0,Female,Asian,Vic00084,Karen,Allen,29.0,Female,779-745-6223,Rifle,Medium,Open,No Arrest,5.0,44900.85,True,
Inc001405,Robbery,West,Riverside,FL,3182 Maple Dr,44.120876,-72.815141,2019-08-25 11:36:45,Off0055,Jessica,Johnson,7435.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00506,Mary,Jones,49.0,Unknown,710-132-8301,Blunt Object,Critical,Pending,No Arrest,3.0,0,True,Incident At 3182 Maple Dr. Officer Responded At Scene.
Inc001952,Vandalism,Northwest,Hillcrest,OH,83 Elm Blvd,37.270371,51.308,2021-02-14 06:56:48,Off0002,Patricia,Wilson,8140.0,Sus00538,Joseph,Hill,28.0,Unknown,Asian,Vic00702,Carol,Scott,75.0,Unknown,902-489-8061,Unknown,Medium,Closed,Unknown,0.0,9084.25,False,Incident At 83 Elm Blvd. Officer Responded At Scene.
Inc003191,Arson,Southeast,Springfield,NC,6881 Main St,27.278567,-92.154924,2021-04-18 00:46:58,Off0106,Michael,Torres,3004.0,Sus00576,Richard,Moore,44.0,Female,Unknown,Vic00421,Patricia,Wright,88.0,Female,370-672-8177,Hands/Feet,High,Resolved,Arres Made,2.0,1244.01,False,
Inc002660,Cyber Crime,Midtown,Riverside,OH,573 Cedar Lane,130.3246,-92.954599,2021-08-21 09:44:44,Off0015,Robert,Smith,Unknown,Sus00683,Emily,Smith,24.0,Female,Unknown,Vic00208,Carol,Davis,42.0,Unknown,691-324-2624,Bat,Low,Closed,Unknown,0.0,27155.66,False,Incident At 573 Cedar Lane. Officer Responded At Scene.
Inc001055,Burglary,East,Lakewood,PA,3527 Park Rd,47.191623,-112.669255,2018-12-25 10:30:22,Off0119,Chris,Taylor,Unknown,Sus00516,Patricia,Hill,46.0,Male,Hispanic,Vic00003,Richard,Williams,36.0,Unknown,852-233-1235,Blunt Object,Medium,Investgation,Dismissed,2.0,22480.63,False,Incident At 3527 Park Rd. Officer Responded At Scene.
Inc003707,DUI,East,Lakewood,IL,1664 Oak Ave,38.232439,-79.271767,2022-03-04 04:52:37,Off0016,Jessica,Anderson,4476.0,Sus00369,Patricia,Garcia,29.0,Unknown,Black,Vic00458,David,Jones,20.0,Female,331-425-6277,Hands,Unknown,Closed,Arrest Made,2.0,-49866.74,True,Incident At 1664 Oak Ave. Officer Responded At Scene.
Inc003706,Robbery,East,Maplewood,TX,2816 Maple Dr,32.246895,-77.920976,05/15/2018 03:19,Off0080,Linda,Smith,7650.0,Sus00781,John,Nguyen,52.0,Unknown,White,Vic00728,Robert,Johnson,-47.0,Female,818-159-9278,Unknown,Critical,Open,Dismissed,4.0,48460.35,False,Incident At 2816 Maple Dr. Officer Responded At Scene.
Inc000458,Drug Offense,South,Centerville,FL,6628 Elm Blvd,25.413758,-94.65644,2021-05-21 05:28:07,Off0124,Robert,Hall,3757.0,Sus00372,Michael,Hill,64.0,Unknown,White,Vic00755,Donna,Young,60.0,Other,768-262-3828,Firearm,High,Closed,Arrest Made,0.0,26664.18,False,Incident At 6628 Elm Blvd. Officer Responded At Scene.
Inc000859,DUI,North,Fairview,FL,9430 Lincoln St,25.553782,-84.741773,2019-11-11 22:08:26,Off0099,Donna,Green,8227.0,Sus00640,Robert,Smith,67.0,Male,Hispanic,Vic00929,Emily,Johnson,89.0,Unknown,688-661-1371,Blunt Object,Medium,Unknown,Arrest Made,0.0,46019.66,True,
Inc000185,Trespassing,Midtown,Maplewood,GA,2023 Cedar Lane,47.927518,-85.260842,2022-01-25 23:20:47,Off0056,Sarah,Moore,7171.0,Sus00061,David,Jones,67.0,Unknown,Asian,Vic00869,Donna,Davis,16.0,Unknown,994-283-8987,Bat,Low,Pendng,Unknown,1.0,49553.16,True,Incident At 2023 Cedar Lane. Officer Responded At Scene.
Inc002090,Burglary,Midtown,Centerville,FL,6159 Lincoln St,33.815058,-90.850315,2018-11-09 18:53:03,Off0046,Michael,Torres,9928.0,Sus00014,Thomas,Scott,58.0,Unknown,Asian,Vic00229,Barbara,Garcia,54.0,Female,983-800-6849,Knife,Unknown,Unknown,Dismissed,5.0,19813.86,False,Incident At 6159 Lincoln St. Officer Responded At Scene.
Inc001250,Sexual Assault,South,Maplewood,TX,1859 Elm Blvd,38.974324,-89.141712,2023-10-29 04:47:20,Off0134,John,Smith,5424.0,Sus00173,Karen,Walker,57.0,Unknown,Unknown,Vic00186,Nancy,Thomas,50.0,Unknown,566-396-6823,Knife,Medium,Under Investigation,Arrest Made,2.0,13061.15,True,Incident At 1859 Elm Blvd. Officer Responded At Scene.
Inc003316,Cyber Crime,Northeast,Centerville,IL,8623 Washington Ave,44.550786,-71.985436,2024-06-12 18:11:03,Off0128,Patricia,Garcia,7352.0,Sus00770,Richard,Scott,21.0,Unknown,Asian,Vic00585,Joseph,Jackson,18.0,Male,748-171-6477,Gun,Medium,Unknown,No Arrest,2.0,31394.57,True,Incident At 8623 Washington Ave. Officer Responded At Scene.
Inc000216,Cyber Crime,South,Oakdale,NY,2468 River Rd,36.550379,-95.587805,2018-06-15 03:40:43,Off0113,William,Anderson,2602.0,Sus00051,Emily,Green,42.0,Male,Other,Vic00194,Nancy,Wilson,77.0,Unknown,705-631-8103,Hands/Feet,Unknown,Open,Unknown,1.0,47948.59,False,
Inc000666,Fraud,Southeast,Lakewood,FL,3351 Cedar Lane,46.116856,-98.495087,2022-10-20 03:47:10,Off0055,Nancy,Williams,7980.0,Sus00684,Donna,Brown,52.0,Female,White,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Unknown,High,Unknown,Arrest Made,5.0,22118.26,True,Incident At 3351 Cedar Lane. Officer Responded At Scene.
Inc000824,Theft/Larceny,East,Hillcrest,NY,1719 Park Rd,47.554017,-101.663066,2022-11-12 22:04:32,Off0050,Sarah,Nguyen,5289.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00066,Matthew,Thompson,78.0,Female,277-468-9187,Unarmed,Medium,Unknown,Warning Issued,5.0,30376.41,False,Incident At 1719 Park Rd. Officer Responded At Scene.
Inc004052,Kidnapping,West,Oakdale,TX,4944 Washington Ave,31.893202,-105.191561,2024-11-25 05:43:18,Off0105,Carol,Jones,1784.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00518,Patricia,Garcia,81.0,Unknown,Unknown,Unarmed,Low,Closed,Case Dismissed,1.0,45026.7,True,
Inc002042,Domestic Violence,Midtown,Oakdale,CA,5651 River Rd,36.9671225,-94.65644,2021-12-21 05:58:39,Off0113,John,Scott,2962.0,Sus00519,Jennifer,Walker,31.0,Other,White,Vic00869,Mark,Brown,33.0,Unknown,924-341-3659,Unknown,Low,Open,Unknown,0.0,45239.31,True,Incident At 5651 River Rd. Officer Responded At Scene.
Inc004999,Kidnapping,East,Fairview,FL,6188 River Rd,41.441112,-71.490318,2024-06-27 21:16:14,Off0063,Thomas,Walker,Unknown,Sus00246,William,Hall,43.0,Other,Hispanic,Vic00501,Emily,Davis,52.0,Unknown,627-111-7000,Unknown,Low,Unknown,No Arrest,3.0,16891.31,True,Incident At 6188 River Rd. Officer Responded At Scene.
Inc003253,Trespassing,West,Hillcrest,NY,7793 Cedar Lane,46.152563,-104.966326,2023-03-10 19:27:32,Off0142,Richard,Lee,8340.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Rifle,Medium,Unknown,Warning,1.0,23396.11,Unknown,Incident At 7793 Cedar Lane. Officer Responded At Scene.
Inc003463,Homicide,Southeast,Oakdale,GA,9342 Main St,30.493933,-82.5457,2021-06-12 09:20:34,Off0045,Emily,Martin,7479.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00265,Donna,Miller,62.0,Unknown,Unknown,Firearm,High,Resolved,Unknown,3.0,44842.54,Unknown,Incident At 9342 Main St. Officer Responded At Scene.
Inc001433,Theft/Larceny,East,Oakdale,AZ,7872 River Rd,40.283885,-83.228976,2022-09-17 05:48:25,Off0143,Carol,Hill,8303.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00962,Mary,Martin,16.0,Unknown,876-167-1125,Unarmed,Unknown,Under Investigation,Arres Made,4.0,36686.36,False,
Inc002213,Sexual Assault,Northeast,Riverside,PA,509 Lincoln St,26.577842,-97.899989,01/05/2024 11:32,Off0072,Nancy,Wright,4424.0,Sus00537,Jennifer,Allen,50.0,Male,Black,Vic00359,Emily,Anderson,49.0,Female,694-215-8942,Pistol,Medium,Open,Unknown,3.0,2447.07,False,Incident At 509 Lincoln St. Officer Responded At Scene.
Inc001587,Kidnapping,Central,Hillcrest,FL,1530 Elm Blvd,32.375803,-85.476137,2023-07-26 08:04:28,Off0076,Michael,Jones,5524.0,Sus00300,Emily,Lee,26.0,Other,White,Vic00478,Chris,Walker,24.0,Unknown,Unknown,Hands,Low,Unknown,Arrest Made,5.0,27029.89,False,Incident At 1530 Elm Blvd. Officer Responded At Scene.
Inc003596,Vandalism,South,Fairview,NY,3189 Oak Ave,32.787222,-76.430398,16-12-2023,Off0103,Daniel,White,Unknown,Sus00285,Jennifer,Walker,69.0,Female,Black,Vic00152,Jennifer,Wright,14.0,Unknown,849-952-6747,Unarmed,Low,Closed,Unknown,4.0,44944.04,False,
Inc003030,Sexual Assault,North,Fairview,CA,4164 Washington Ave,30.963668,-119.618495,2022-05-29 01:08:33,Off0054,Michelle,Martin,8059.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00444,Chris,Taylor,90.0,Unknown,Unknown,Firearm,Medium,Under Investigation,Warning,3.0,27288.62,False,Incident At 4164 Washington Ave. Officer Responded At Scene.
Inc000161,Cyber Crime,Southeast,Fairview,PA,9649 Main St,36.30388,-73.439863,2020-11-22 04:59:53,Off0112,Jennifer,Jackson,1394.0,Sus00541,William,Williams,22.0,Female,Asian,Vic00173,Jennifer,Wilson,-21.0,Other,514-517-3772,Knife,Critical,Closed,Warning Issued,0.0,35665.03,True,Incident At 9649 Main St. Officer Responded At Scene.
Inc000790,Domestic Violence,Northwest,Lakewood,CA,3731 Main St,46.202949,-94.405363,2021-10-11 04:24:08,Off0082,Donna,White,5420.0,Sus00035,Nancy,Scott,73.0,Other,Asian,Vic00696,Michael,Jackson,11.0,Unknown,648-600-9681,Unarmed,Medium,Resolved,Unknown,1.0,13314.42,False,Incident At 3731 Main St. Officer Responded At Scene.
Inc003342,Trespassing,West,Hillcrest,OH,6450 River Rd,45.550095,-91.930158,18-06-2020,Off0029,James,Scott,3863.0,Sus00256,Chris,Anderson,18.0,Unknown,Other,Vic00226,Jennifer,Hall,20.0,Unknown,964-772-6679,Pistol,High,Resolved,Warning,1.0,49725.06,False,Incident At 6450 River Rd. Officer Responded At Scene.
Inc003209,Assault,South,Oakdale,CA,2074 Cedar Lane,46.296364,-98.90628,09/11/2019 18:17,Off0037,David,Walker,5821.0,Sus00117,Robert,Smith,68.0,Male,Hispanic,Vic00181,David,Allen,48.0,Other,777-949-9067,Firearm,High,Under Investigation,Warning,2.0,22802.19,True,Incident At 2074 Cedar Lane. Officer Responded At Scene.
Inc001909,Cyber Crime,South,Hillcrest,AZ,822 Lincoln St,39.625538,-97.773368,2019-05-31 05:00:14,Off0102,Robert,Brown,7349.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00480,Jessica,Williams,55.0,Male,495-986-4641,Rifle,Medium,Unknown,No Arrest,-1.0,19080.85,False,Incident At 822 Lincoln St. Officer Responded At Scene.
Inc002223,Domestic Violence,East,Springfield,OH,4026 Lincoln St,150.2013,-94.65644,2023-08-26 18:34:35,Off0086,Thomas,Smith,5630.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00164,Karen,Flores,237.0,Male,249-425-8250,Rifle,Medium,Resolved,Arrest Made,5.0,3284.82,False,Incident At 4026 Lincoln St. Officer Responded At Scene.
Inc000890,Kidnapping,South,Centerville,TX,3497 Cedar Lane,25.021375,-114.36519,2018-04-15 03:48:24,Off0006,Jessica,Wilson,3885.0,Sus00152,Jessica,Green,65.0,Female,Asian,Vic00318,Chris,Moore,62.0,Unknown,343-541-6834,Knife,High,Closed,Case Dismissed,2.0,24954.37,False,Incident At 3497 Cedar Lane. Officer Responded At Scene.
Inc002013,Domestic Violence,North,Oakdale,TX,5870 Washington Ave,34.594132,-93.259861,2021-03-18 18:13:22,Off0019,Emily,Nguyen,4906.0,Sus00313,John,Harris,40.0,Unknown,Black,Vic00676,Joseph,Flores,83.0,Female,755-899-7785,Unknown,High,Open,Unknown,4.0,38654.35,False,Incident At 5870 Washington Ave. Officer Responded At Scene.
Inc002430,Fraud,West,Hillcrest,IL,8061 Oak Ave,36.9671225,-109.594404,11/02/2023 02:24,Off0024,Chris,Taylor,3000.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00315,Susan,Allen,39.0,Female,Unknown,Knife,Unknown,Open,Warning Issued,5.0,14609.09,False,Incident At 8061 Oak Ave. Officer Responded At Scene.
Inc004773,Assault,Midtown,Hillcrest,PA,4691 Lincoln St,32.650978,-95.882751,2021-05-25 11:44:59,Off0039,Karen,Hall,7980.0,Sus00711,Daniel,Anderson,67.0,Male,Unknown,Vic00719,Robert,Hall,86.0,Unknown,860-330-5811,Unknown,Medium,Unknown,No Arrest,4.0,27513.23.0,True,
Inc002164,Assault,West,Springfield,AZ,2373 Washington Ave,45.93086,-103.699873,10/07/2023 03:46,Off0021,Barbara,Thomas,1729.0,Sus00747,John,Green,36.0,Unknown,Asian,Vic00990,Nancy,Torres,152.0,Unknown,316-297-4747,Hands/Feet,Critical,Under Investigation,Arrest Made,1.0,10171.0,False,Incident At 2373 Washington Ave. Officer Responded At Scene.
